StockCode,Description,UnitPrice_median,TotalQty,Supplier,CostPrice,LeadTimeDays,Category,SupplierClean,CategoryClean
23518,EMBROIDERED RIBBON REEL RACHEL,2.89,356,PACIFIC IMPORTERS LLC,1.5663801400590287,33.0,Unknown,Pacific Importers,Other
23519,EMBROIDERED RIBBON REEL CLAIRE,3.75,224,EuroParts GmbH,1.5539206040041662,25.0,Unknown,EuroParts GmbH,Other
23520,EMBROIDERED RIBBON REEL RUBY,3.75,168,EuroParts GmbH,1.9558161225262285,21.0,Lighting,EuroParts GmbH,Lighting
23521,CAT AND BIRD WALL ART,4.34,413,GlobalTrade Co,2.1388821256815627,6.0,Unknown,GlobalTrade Co,Other
23522,DOG AND BALL WALL ART,2.89,354,ACME SUPPLIES,1.849981202213837,26.0,Home Decor,Acme Supplies Ltd,Home Decor
23523,TREASURE AHOY WALL ART,3.75,354,Global Trade Co.,2.7452875282206426,22.0,Stationery,GlobalTrade Co,Stationery
23524,HORSE & PONY WALL ART,3.75,475,Acme Supplies Ltd,1.8518119334344625,41.0,LIGHTING,Acme Supplies Ltd,Lighting
23525,BUFFALO BILL WALL ART,3.75,577,,2.5650490451365826,30.0,Home Decor,UNKNOWN,Home Decor
23526,DOG LICENCE WALL ART,5.95,996,GlobalTrade Co,2.495286818774238,41.0,LIGHTING,GlobalTrade Co,Lighting
23527,ANIMALS AND NATURE WALL ART,3.75,414,ACME SUPPLIES,2.2062838256772546,19.0,home decor,Acme Supplies Ltd,Home Decor
23528,SPACEBOY WALL ART,3.75,479,Acme Supplies Ltd,1.5925969586192366,21.0,Gifts,Acme Supplies Ltd,Gifts
23529,DOLLY GIRL WALL ART,3.75,637,PACIFIC IMPORTERS LLC,2.725918300858964,37.0,Kitchen,Pacific Importers,Kitchen
23530,WALL ART ONLY ONE PERSON,4.95,1062,PACIFIC IMPORTERS LLC,3.3077035935656784,34.0,home decor,Pacific Importers,Home Decor
23531,WALL ART BIG LOVE,6.95,979,GlobalTrade Co,4.380463159005172,41.0,LIGHTING,GlobalTrade Co,Lighting
23532,WALL ART WORK REST AND PLAY,4.95,210,Acme Supplies Ltd,3.407400481164731,37.0,Lighting,Acme Supplies Ltd,Lighting
23533,WALL ART GARDEN HAVEN,5.95,215,Global Trade Co.,3.728459974274865,32.0,Unknown,GlobalTrade Co,Other
23534,STOP FOR TEA WALL ART,5.95,1381,GlobalTrade Co,4.3978267071154615,19.0,Stationery,GlobalTrade Co,Stationery
23535,BICYCLE SAFTEY WALL ART,5.95,1328,EuroParts GmbH,3.8668174264283866,44.0,home decor,EuroParts GmbH,Home Decor
23536,VILLAGE SHOW WALL ART,5.95,622,PACIFIC IMPORTERS LLC,4.305601554455029,31.0,Kitchen,Pacific Importers,Kitchen
23537,I LOVE LONDON WALL ART,4.95,111,GlobalTrade Co,2.8759310029084304,8.0,Stationery,GlobalTrade Co,Stationery
23538,WALL ART VINTAGE HEART,4.95,332,ACME SUPPLIES,2.1828140954910773,19.0,Lighting,Acme Supplies Ltd,Lighting
23539,WALL ART LOVES' SECRET,5.95,247,Unknown Vendor,3.479930104863433,19.0,Unknown,UNKNOWN,Other
23540,WALL ART THE MAGIC FOREST,6.95,150,Global Trade Co.,3.0886181542634747,16.0,Gifts,GlobalTrade Co,Gifts
23541,WALL ART CLASSIC PUDDINGS,8.25,890,EuroParts GmbH,5.01082492112187,26.0,LIGHTING,EuroParts GmbH,Lighting
23542,70'S ALPHABET WALL ART,8.25,500,Acme Supplies Ltd,4.6931987122736265,39.0,home decor,Acme Supplies Ltd,Home Decor
23543,KEEP CALM WALL ART,8.25,1237,Pacific Importers,5.097686461242158,42.0,home decor,Pacific Importers,Home Decor
23544,WALL ART MID CENTURY MODERN,8.25,163,Acme Supplies Ltd,3.3290106577958265,41.0,home decor,Acme Supplies Ltd,Home Decor
23545,WRAP RED DOILEY,0.42,2480,Pacific Importers,0.1966415522733385,34.0,LIGHTING,Pacific Importers,Lighting
23546,WRAP PAISLEY PARK,0.42,3275,Unknown Vendor,0.2402255734910832,38.0,Lighting,UNKNOWN,Lighting
23547,WRAP FLOWER SHOP,0.42,1575,GlobalTrade Co,0.3077240235536028,39.0,Stationery,GlobalTrade Co,Stationery
23548,WRAP MAGIC FOREST,0.42,1075,Acme Supplies Ltd,0.2243905289322082,16.0,Stationery,Acme Supplies Ltd,Stationery
23549,WRAP BIRD GARDEN,0.42,1305,Acme Supplies Ltd,0.2303826878298843,29.0,Lighting,Acme Supplies Ltd,Lighting
23550,WRAP ALPHABET POSTER,0.42,1855,GlobalTrade Co,0.2730603250839734,21.0,home decor,GlobalTrade Co,Home Decor
23551,PACK OF 12 PAISLEY PARK TISSUES,0.39,1843,ACME SUPPLIES,0.2384177113695551,33.0,Home Decor,Acme Supplies Ltd,Home Decor
23552,BICYCLE PUNCTURE REPAIR KIT,2.08,1864,Acme Supplies Ltd,1.0496182372715863,11.0,Lighting,Acme Supplies Ltd,Lighting
23553,LANDMARK FRAME CAMDEN TOWN,12.5,569,EuroParts GmbH,6.797321730607497,40.0,Unknown,EuroParts GmbH,Other
23554,LANDMARK FRAME OXFORD STREET,12.5,424,Global Trade Co.,5.952436620000393,19.0,Unknown,GlobalTrade Co,Other
23555,LANDMARK FRAME NOTTING HILL,12.5,424,GlobalTrade Co,9.226343883694662,21.0,Gifts,GlobalTrade Co,Gifts
23556,LANDMARK FRAME COVENT GARDEN,12.5,438,,5.571525419313449,6.0,Lighting,UNKNOWN,Lighting
23557,LANDMARK FRAME BAKER STREET,12.5,350,Acme Supplies Ltd,6.626785932478086,13.0,Kitchen,Acme Supplies Ltd,Kitchen
23558,LANDMARK FRAME LONDON BRIDGE,12.5,418,Unknown Vendor,5.1130455034625495,24.0,LIGHTING,UNKNOWN,Lighting
23559,WOODLAND BUNNIES LOLLY MAKERS,2.08,652,GlobalTrade Co,0.9934554701276218,6.0,LIGHTING,GlobalTrade Co,Lighting
23560,SET OF 6 RIBBONS COUNTRY STYLE,2.89,173,,1.9454465564715269,19.0,Unknown,UNKNOWN,Other
23561,SET OF 6 RIBBONS PARTY,2.89,170,PACIFIC IMPORTERS LLC,1.3594887474602015,10.0,Unknown,Pacific Importers,Other
23562,SET OF 6 RIBBONS PERFECTLY PRETTY,2.89,253,Euro Parts,1.2369841316580488,36.0,Unknown,EuroParts GmbH,Other
23564,EGG CUP MILKMAID INGRID,1.25,644,Unknown Vendor,0.7075732661819789,13.0,Home Decor,UNKNOWN,Home Decor
23565,EGG CUP MILKMAID HELGA,1.25,405,GlobalTrade Co,0.5043615401963518,33.0,Kitchen,GlobalTrade Co,Kitchen
23566,EGG CUP MILKMAID HEIDI,1.25,879,Unknown Vendor,0.5370851925615208,13.0,home decor,UNKNOWN,Home Decor
23567,EGG CUP HENRIETTA HEN PINK,1.25,210,GlobalTrade Co,0.8533363179338016,40.0,home decor,GlobalTrade Co,Home Decor
23568,EGG CUP HENRIETTA HEN CREAM,1.25,629,GlobalTrade Co,0.8375195883760778,23.0,Lighting,GlobalTrade Co,Lighting
23569,TRADTIONAL ALPHABET STAMP SET,4.95,959,GlobalTrade Co,3.565478006351482,32.0,Home Decor,GlobalTrade Co,Home Decor
23570,TRADITIONAL PICK UP STICKS GAME,1.25,2782,Pacific Importers,0.8738505032109529,12.0,Unknown,Pacific Importers,Other
23571,TRADITIONAL NAUGHTS & CROSSES,1.65,2859,ACME SUPPLIES,1.0545338877709949,28.0,home decor,Acme Supplies Ltd,Home Decor
23574,PACKING CHARGE,7.5,112,Pacific Importers,3.1373737504142403,29.0,Kitchen,Pacific Importers,Kitchen
23575,SNACK TRAY PAISLEY PARK,1.95,179,Pacific Importers,1.3142941817758935,10.0,home decor,Pacific Importers,Home Decor
23576,SNACK TRAY RED VINTAGE DOILY,1.95,198,EuroParts GmbH,1.3570611283986824,41.0,LIGHTING,EuroParts GmbH,Lighting
23578,SNACK TRAY RED GINGHAM,1.95,60,Euro Parts,1.325373564489359,10.0,Kitchen,EuroParts GmbH,Kitchen
23579,SNACK TRAY I LOVE LONDON,1.95,179,Global Trade Co.,1.127036941597728,10.0,Home Decor,GlobalTrade Co,Home Decor
23580,SNACK TRAY HAPPY FOREST,1.95,117,GlobalTrade Co,0.9389555048782712,36.0,home decor,GlobalTrade Co,Home Decor
23581,JUMBO BAG PAISLEY PARK,2.08,4913,acme-supplies,1.447400222301393,18.0,Unknown,Acme Supplies Ltd,Other
23582,VINTAGE DOILY JUMBO BAG RED,2.08,4694,ACME SUPPLIES,1.3613745254908207,43.0,Home Decor,Acme Supplies Ltd,Home Decor
23583,LUNCH BAG PAISLEY PARK,1.65,3385,Acme Supplies Ltd,1.714985559861371,15.0,LIGHTING,Acme Supplies Ltd,Lighting
23595,ADJUSTMENT,0.0,0,GlobalTrade Co,0.0,25.0,Stationery,GlobalTrade Co,Stationery
23597,PAPER BUNTING PAISLEY PARK,2.95,245,acme-supplies,1.412998682001247,14.0,Unknown,Acme Supplies Ltd,Other
23598,PAPER BUNTING VINTAGE PARTY,2.95,428,Unknown Vendor,1.3986815897526517,29.0,Home Decor,UNKNOWN,Home Decor
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,2.49,8,Pacific Importers,1.686698407481995,24.0,Lighting,Pacific Importers,Lighting
23602,SET 10 CARDS 3 WISE MEN 17107,2.91,1,GlobalTrade Co,1.3543650814344457,34.0,home decor,GlobalTrade Co,Home Decor
23603,SET 10 CARD KRAFT REINDEER 17084,2.49,20,Pacific Importers,1.0540940416910114,29.0,Unknown,Pacific Importers,Other
23604,SET 10 MINI SANTA & SNOWMAN  17087,1.66,4,Acme Supplies Ltd,1.2441638286262502,4.0,Gifts,Acme Supplies Ltd,Gifts
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,2.91,4,Global Trade Co.,1.1892763298568845,35.0,Unknown,GlobalTrade Co,Other
23607,SET 10 CARDS HATS & STOCKINGS 17081,1.66,8,PACIFIC IMPORTERS LLC,1.149276798952301,28.0,Stationery,Pacific Importers,Stationery
23608,SET 10 CARDS RUDOLPHS NOSE 17097,2.91,4,Pacific Importers,1.53612612811934,30.0,Home Decor,Pacific Importers,Home Decor
23609,SET 10 CARDS SNOWY ROBIN 17099,2.91,1,Global Trade Co.,2.021185345763335,21.0,LIGHTING,GlobalTrade Co,Lighting
23610,SET 10 CARDS CHRISTMAS ROBIN 17095,2.08,3,Unknown Vendor,1.2357637176017138,7.0,Gifts,UNKNOWN,Gifts
23611,SET 10 CARDS RED RIDING HOOD 17214,2.49,40,,1.781771616497363,35.0,Stationery,UNKNOWN,Stationery
23612,SET 10 MINICARDS CUTE SNOWMAN 17071,1.66,5,PACIFIC IMPORTERS LLC,1.202118125106898,23.0,Lighting,Pacific Importers,Lighting
23613,SET 10 XMAS CARDS & BADGES 17070,2.49,11,Pacific Importers,1.0039290649861965,32.0,LIGHTING,Pacific Importers,Lighting
23614,SET 10 CARDS 12 DAYS WRAP  17058,3.33,26,PACIFIC IMPORTERS LLC,1.4198928911195947,10.0,LIGHTING,Pacific Importers,Lighting
23615,SET 10 CARDS PRINTED GRAPHIC 17219,2.49,4,ACME SUPPLIES,1.2141876328210008,40.0,Unknown,Acme Supplies Ltd,Other
23616,SET 10 CARDS JINGLE BELLS 17217,2.49,8,GlobalTrade Co,1.579308385360792,19.0,home decor,GlobalTrade Co,Home Decor
23617,SET 10 CARDS SWIRLY XMAS TREE 17104,2.91,2,Acme Supplies Ltd,2.0687052321469688,3.0,Gifts,Acme Supplies Ltd,Gifts
23619,SET 10 CARDS POINSETTIA 17093,2.49,4,Global Trade Co.,1.396839410552689,5.0,home decor,GlobalTrade Co,Home Decor
23620,SET 10 CARDS PERFECT POST 17090,2.49,10,Pacific Importers,1.5249770708330224,28.0,LIGHTING,Pacific Importers,Lighting
23621,SET 10 CARDS DAVID'S MADONNA 17074,2.49,6,ACME SUPPLIES,1.1602776217113318,33.0,Home Decor,Acme Supplies Ltd,Home Decor
23623,SET 10 CARD CHRISTMAS WELCOME 17112,2.91,8,Unknown Vendor,1.9838587203084963,10.0,Home Decor,UNKNOWN,Home Decor
23624,SET 10 CARD PERFECT NATIVITY 17089,2.49,4,,1.839026449044549,10.0,Lighting,UNKNOWN,Lighting
23625,SET 6 CARDS SPARKLY REINDEER 17262,4.99,9,EuroParts GmbH,2.465108036335345,37.0,Stationery,EuroParts GmbH,Stationery
23626,SET 10 CARDS DINKY TREE 17076,2.49,43,Pacific Importers,1.4272408168198762,41.0,Gifts,Pacific Importers,Gifts
23627,SET 10 CARDS XMAS GRAPHIC  17218,2.49,7,,1.071050190306305,30.0,Lighting,UNKNOWN,Lighting
23628,SET 10 CARDS TRIANGLE ICONS  17220,2.91,1,Acme Supplies Ltd,1.7334806846075337,6.0,Stationery,Acme Supplies Ltd,Stationery
23629,SET 10 CARDS DRESSING UP 17077,2.49,24,Euro Parts,1.4341757695693822,18.0,Kitchen,EuroParts GmbH,Kitchen
23630,SET 10 CARDS HANGING BAUBLES 17080,2.99,1,Acme Supplies Ltd,1.3471527806682888,15.0,Kitchen,Acme Supplies Ltd,Kitchen
23632,SET 10 CARDS CHEERFUL ROBIN 17065,2.08,15,Euro Parts,1.1538242031499586,22.0,Stationery,EuroParts GmbH,Stationery
23633,SET 10 CARDS WORLD CHILDREN 17067,2.49,3,acme-supplies,1.28717220429344,7.0,Home Decor,Acme Supplies Ltd,Home Decor
23634,SET 10 CARDS XMAS CHOIR 17068,2.91,5,,1.6954847464983354,39.0,Home Decor,UNKNOWN,Home Decor
23635,SET 10 CARDS CHRISTMAS HOLLY  17259,4.16,3,,2.516712712384332,22.0,Kitchen,UNKNOWN,Kitchen
23636,SET 10 CARDS WISHING TREE 17116,2.91,9,Acme Supplies Ltd,1.1726527468114432,26.0,LIGHTING,Acme Supplies Ltd,Lighting
23637,SET 10 CARDS OUT OF ORDER 17216,2.49,11,Global Trade Co.,1.6592167141405376,38.0,Home Decor,GlobalTrade Co,Home Decor
23638,SET 10 CARDS ROBIN WATERPUMP  17096,2.91,2,Unknown Vendor,1.8902050562611832,36.0,home decor,UNKNOWN,Home Decor
23639,SET 10 CARDS MAGICAL TREE 17086,3.33,4,Pacific Importers,1.7589067831237015,36.0,LIGHTING,Pacific Importers,Lighting
23640,SET 10 CARDS SCOTTIE DOG 17211,2.49,9,,1.0421336678482254,21.0,Home Decor,UNKNOWN,Home Decor
23643,SET 10 CARDS CHRISTMAS BAUBLE 16954,3.33,1,Pacific Importers,2.2118738751194766,19.0,Stationery,Pacific Importers,Stationery
23644,SET 10 CARDS CHRISTMAS TREE 16955,3.33,5,GlobalTrade Co,2.445256649537263,7.0,Unknown,GlobalTrade Co,Other
23645,SET 10 CHRISTMAS CARDS HOHOHO 16956,2.49,9,GlobalTrade Co,1.2052921159331855,27.0,Stationery,GlobalTrade Co,Stationery
23646,SET 10 CARDS JINGLE BELLS 16957,2.49,8,ACME SUPPLIES,1.2779517008718286,20.0,Home Decor,Acme Supplies Ltd,Home Decor
23649,SET 10 CARDS DECK THE HALLS 16960,2.49,2,EuroParts GmbH,1.1561929331834018,10.0,Stationery,EuroParts GmbH,Stationery
23650,SET 10 CARDS FILIGREE BAUBLE 16961,2.49,4,GlobalTrade Co,1.498799831495028,29.0,Gifts,GlobalTrade Co,Gifts
23652,SET 10 CARD CHRISTMAS STAMPS 16963,2.91,2,Pacific Importers,1.321705960448433,17.0,Kitchen,Pacific Importers,Kitchen
23654,SET 10 CARD SNOWMAN 16965,2.49,5,Pacific Importers,1.3064230217265922,15.0,Unknown,Pacific Importers,Other
23660,HENRIETTA HEN MUG,1.65,290,Pacific Importers,1.0625250155470367,18.0,LIGHTING,Pacific Importers,Lighting
23661,MILK MAIDS MUG,1.65,199,,0.9834669801878986,24.0,LIGHTING,UNKNOWN,Lighting
23664,FLOWER SHOP DESIGN MUG,1.65,1,Unknown Vendor,0.8831821308993826,22.0,Gifts,UNKNOWN,Gifts
23681,LUNCH BAG RED VINTAGE DOILY,1.65,1577,Global Trade Co.,0.9026941450438554,15.0,Gifts,GlobalTrade Co,Gifts
23691,KEEP CALM BIRTHDAY WRAP,0.42,1175,Euro Parts,0.2506302997456147,22.0,Home Decor,EuroParts GmbH,Home Decor
23692,WRAP A PRETTY THANK YOU,0.42,50,EuroParts GmbH,0.1688621149994127,4.0,Home Decor,EuroParts GmbH,Home Decor
23694,PAISLEY PARK CARD,0.42,376,Pacific Importers,0.1795409506626806,37.0,LIGHTING,Pacific Importers,Lighting
23695,DOILY THANK YOU CARD,0.42,765,Unknown Vendor,0.2975449359611626,21.0,Gifts,UNKNOWN,Gifts
23697,A PRETTY THANK YOU CARD,0.42,456,ACME SUPPLIES,0.1794482113964197,39.0,Gifts,Acme Supplies Ltd,Gifts
23702,HIGH RESOLUTION IMAGE,2.25,104,Acme Supplies Ltd,1.4566078320157727,8.0,LIGHTING,Acme Supplies Ltd,Lighting
23843,"PAPER CRAFT , LITTLE BIRDIE",2.08,0,,1.5017877834713904,16.0,Lighting,UNKNOWN,Lighting
35001G,HAND OPEN SHAPE GOLD,4.25,199,Global Trade Co.,2.102641861398825,6.0,Lighting,GlobalTrade Co,Lighting
35001W,HAND OPEN SHAPE DECO.WHITE,3.49,55,Euro Parts,1.8485552903681963,24.0,home decor,EuroParts GmbH,Home Decor
35004B,SET OF 3 BLACK FLYING DUCKS,5.79,547,,3.468919228944318,41.0,Kitchen,UNKNOWN,Kitchen
35004C,SET OF 3 COLOURED  FLYING DUCKS,5.45,148,Acme Supplies Ltd,3.8618598595856,38.0,Gifts,Acme Supplies Ltd,Gifts
35004G,SET OF 3 GOLD FLYING DUCKS,6.35,125,,4.633385167686283,36.0,Stationery,UNKNOWN,Stationery
35004P,SET OF 3 PINK FLYING DUCKS,2.725,2,Global Trade Co.,1.795358447886122,29.0,Unknown,GlobalTrade Co,Other
35015,UNKNOWN,0.0,-9,Pacific Importers,0.0,9.0,Lighting,Pacific Importers,Lighting
35095A,BLUE VICTORIAN FABRIC OVAL BOX,0.83,925,PACIFIC IMPORTERS LLC,0.5263892821828742,5.0,LIGHTING,Pacific Importers,Lighting
35095B,RED VICTORIAN FABRIC OVAL BOX,0.83,862,,0.4511932312040083,35.0,Home Decor,UNKNOWN,Home Decor
35241,ENAMEL BLUE RIM BISCUIT BIN,4.95,63,Acme Supplies Ltd,2.7954894816182643,4.0,Gifts,Acme Supplies Ltd,Gifts
35265,COLOURFUL FLOWER FRUIT BOWL,1.95,17,Global Trade Co.,0.8135437764105834,44.0,Stationery,GlobalTrade Co,Stationery
35271S,GOLD PRINT PAPER BAG,0.19,6,EuroParts GmbH,0.0887056322665328,18.0,Unknown,EuroParts GmbH,Other
35400,WOODEN BOX ADVENT CALENDAR,8.95,2,EuroParts GmbH,6.05628387559915,27.0,Stationery,EuroParts GmbH,Stationery
35443,RASTA IN BATH W SPLIFF ASHTRAY,0.85,8,EuroParts GmbH,0.4750527528317383,17.0,home decor,EuroParts GmbH,Home Decor
35471D,SET OF 3 BIRD LIGHT PINK FEATHER,0.39,1860,Acme Supplies Ltd,0.1971768959826518,26.0,Stationery,Acme Supplies Ltd,Stationery
35591T,TURQUOISE CHRISTMAS TREE,1.25,1,GlobalTrade Co,0.6680083448596692,17.0,Home Decor,GlobalTrade Co,Home Decor
35592T,UNKNOWN,0.0,4,GlobalTrade Co,0.0,33.0,Lighting,GlobalTrade Co,Lighting
35594,UNKNOWN,0.0,-4,Euro Parts,0.0,16.0,Stationery,EuroParts GmbH,Stationery
35597A,DUSTY PINK CHRISTMAS TREE 30CM,0.625,-13,acme-supplies,0.3095689931333618,16.0,Unknown,Acme Supplies Ltd,Other
35597B,BLACKCHRISTMAS TREE 30CM,1.25,1,ACME SUPPLIES,0.5514070550929133,8.0,Lighting,Acme Supplies Ltd,Lighting
35597D,PINK/WHITE CHRISTMAS TREE 30CM,0.19,46,Unknown Vendor,0.0927578817393307,16.0,home decor,UNKNOWN,Home Decor
35598A,DUSTY PINK CHRISTMAS TREE 60CM,2.95,17,Acme Supplies Ltd,2.1306810357140127,19.0,home decor,Acme Supplies Ltd,Home Decor
35598B,BLACK CHRISTMAS TREE 60CM,0.65,558,Unknown Vendor,0.3923114606108194,20.0,Kitchen,UNKNOWN,Kitchen
35598C,FOUND,2.95,5,EuroParts GmbH,1.7308183155289885,22.0,Home Decor,EuroParts GmbH,Home Decor
35598D,PINK/WHITE CHRISTMAS TREE 60CM,0.65,683,Euro Parts,0.395679543930035,19.0,Lighting,EuroParts GmbH,Lighting
35599B,BLACK CHRISTMAS TREE 120CM,1.95,217,GlobalTrade Co,1.0298142913719968,18.0,home decor,GlobalTrade Co,Home Decor
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,2.95,201,Acme Supplies Ltd,2.013337998479897,42.0,home decor,Acme Supplies Ltd,Home Decor
35600A,FOUND BY JACKIE,0.0,1,EuroParts GmbH,0.0,41.0,Lighting,EuroParts GmbH,Lighting
35603B,UNKNOWN,0.0,-12,Euro Parts,0.0,34.0,Stationery,EuroParts GmbH,Stationery
35607A,PINK FLUFFY CHRISTMAS DECORATION,0.19,27,EuroParts GmbH,0.0845828308011326,11.0,LIGHTING,EuroParts GmbH,Lighting
35607B,BLACK FEATHER CHRISTMAS DECORATION,0.19,87,Acme Supplies Ltd,0.1117011332424241,29.0,Unknown,Acme Supplies Ltd,Other
35609A,PINK FEATHER CHRISTMAS DECORATION,1.255,-50,EuroParts GmbH,0.913388468287616,35.0,Stationery,EuroParts GmbH,Stationery
35610A,PINK CHRISTMAS FLOCK DROPLET,1.88,-1267,EuroParts GmbH,0.9548956960629388,12.0,Unknown,EuroParts GmbH,Other
35610B,BLACK CHRISTMAS FLOCK DROPLET,0.625,-517,PACIFIC IMPORTERS LLC,0.440212130687954,19.0,home decor,Pacific Importers,Home Decor
35610C,WHITE CHRISTMAS FLOCK DROPLET,1.25,-1096,EuroParts GmbH,0.8342918191282598,38.0,home decor,EuroParts GmbH,Home Decor
35611B,THROWN AWAY,0.0,-27,Euro Parts,0.0,19.0,Home Decor,EuroParts GmbH,Home Decor
35637A,IVORY STRING CURTAIN WITH POLE,1.95,170,PACIFIC IMPORTERS LLC,0.8048025607258354,20.0,Lighting,Pacific Importers,Lighting
35637C,PINK STRING CURTAIN WITH POLE,1.95,30,Acme Supplies Ltd,0.8495107584596762,25.0,Gifts,Acme Supplies Ltd,Gifts
35638A,PINK AND BLACK STRING CURTAIN,1.95,38,Pacific Importers,1.277197109850878,36.0,home decor,Pacific Importers,Home Decor
35638B,PINK/BLUE STRING CURTAIN,1.95,57,Acme Supplies Ltd,0.9162745962127412,10.0,Unknown,Acme Supplies Ltd,Other
35644,UNKNOWN,0.0,-1,Global Trade Co.,0.0,15.0,Unknown,GlobalTrade Co,Other
35645,VINTAGE BEAD PINK JEWEL BOX,4.25,25,Global Trade Co.,2.446277509434557,25.0,LIGHTING,GlobalTrade Co,Lighting
35646,VINTAGE BEAD PINK EVENING BAG,2.46,619,Acme Supplies Ltd,1.6086280930355903,22.0,LIGHTING,Acme Supplies Ltd,Lighting
35647,VINTAGE BEAD PINK SHADE,1.25,13,GlobalTrade Co,0.5495386601758674,24.0,Stationery,GlobalTrade Co,Stationery
35648,VINTAGE BEAD PINK PURSE,1.63,900,Acme Supplies Ltd,0.8838320342107917,25.0,Stationery,Acme Supplies Ltd,Stationery
35649,VINTAGE BEAD COSMETIC BAG,2.46,14,Euro Parts,1.4016477747718608,43.0,home decor,EuroParts GmbH,Home Decor
35650,VINTAGE BEAD PINK JEWEL STAND,2.475,-23,,1.4584914441653465,37.0,home decor,UNKNOWN,Home Decor
35651,VINTAGE BEAD PINK SCARF,1.65,439,Acme Supplies Ltd,1.1326032704057376,5.0,Kitchen,Acme Supplies Ltd,Kitchen
35653,VINTAGE BEAD NOTEBOOK,2.95,183,Unknown Vendor,1.3572577363821214,36.0,Unknown,UNKNOWN,Other
35809A,ENAMEL PINK TEA CONTAINER,0.83,408,Pacific Importers,0.5666750367556338,35.0,Home Decor,Pacific Importers,Home Decor
35809B,ENAMEL BLUE RIM TEA CONTAINER,0.83,16,GlobalTrade Co,0.5332811832458775,19.0,Lighting,GlobalTrade Co,Lighting
35809A,ENAMEL PINK TEA CONTAINER,4.13,9,Acme Supplies Ltd,2.455511261924596,21.0,Lighting,Acme Supplies Ltd,Lighting
35810A,ENAMEL PINK COFFEE CONTAINER,0.83,556,Pacific Importers,2.9798657782857134,32.0,LIGHTING,Pacific Importers,Lighting
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,0.83,147,Euro Parts,0.4516911531654562,25.0,Lighting,EuroParts GmbH,Lighting
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",0.38,139,EuroParts GmbH,0.1704068789337605,17.0,Unknown,EuroParts GmbH,Other
35816P,"ACRYLIC JEWEL ANGEL,PINK",0.38,78,Acme Supplies Ltd,0.2405467769552938,16.0,Stationery,Acme Supplies Ltd,Stationery
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",0.38,-26,Acme Supplies Ltd,0.2217814167891877,4.0,Home Decor,Acme Supplies Ltd,Home Decor
35818B,"ACRYLIC JEWEL ICICLE, BLUE",0.38,-44,Global Trade Co.,0.2370368484721891,41.0,Lighting,GlobalTrade Co,Lighting
35818P,"ACRYLIC JEWEL ICICLE, PINK",0.38,266,GlobalTrade Co,0.1969538378767892,20.0,Unknown,GlobalTrade Co,Other
35819B,"ACRYLIC HANGING JEWEL,BLUE",0.38,365,acme-supplies,0.2726132547861982,8.0,Gifts,Acme Supplies Ltd,Gifts
35819P,"ACRYLIC HANGING JEWEL,PINK",0.38,203,GlobalTrade Co,0.2301201925205517,34.0,home decor,GlobalTrade Co,Home Decor
35823P,UNKNOWN,0.0,-12,Euro Parts,0.0,23.0,Kitchen,EuroParts GmbH,Kitchen
35824B,UNKNOWN,0.0,-8,,0.0,42.0,Kitchen,UNKNOWN,Kitchen
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,2.95,-1,Global Trade Co.,1.960937626522803,30.0,Lighting,GlobalTrade Co,Lighting
35833G,4 GOLD FLOCK CHRISTMAS BALLS,1.68,-41,,1.138951122298576,29.0,Stationery,UNKNOWN,Stationery
35833P,4 PINK FLOCK CHRISTMAS BALLS,1.25,26,GlobalTrade Co,0.7163862105841445,4.0,Kitchen,GlobalTrade Co,Kitchen
35909A,RABBIT EASTER DECORATION,2.95,8,Global Trade Co.,2.1038268668833187,35.0,Kitchen,GlobalTrade Co,Kitchen
35909B,PINK FLOWERS RABBIT EASTER,2.95,8,ACME SUPPLIES,1.4563676614031125,18.0,LIGHTING,Acme Supplies Ltd,Lighting
35910A,MULTICOLOUR EASTER RABBIT,1.95,20,PACIFIC IMPORTERS LLC,1.060233610865117,41.0,Kitchen,Pacific Importers,Kitchen
35910B,PINK FLOWERS RABBIT EASTER,1.95,13,Unknown Vendor,1.3932923914633222,24.0,Kitchen,UNKNOWN,Kitchen
35911A,MULTICOLOUR RABBIT EGG WARMER,0.83,339,PACIFIC IMPORTERS LLC,0.5923625761349937,15.0,Lighting,Pacific Importers,Lighting
35911B,PINK/FLOWER RABBIT EGG WARMER,0.83,119,GlobalTrade Co,0.5311995593435698,4.0,LIGHTING,GlobalTrade Co,Lighting
35912B,WHITE/PINK CHICK DECORATION,1.25,252,PACIFIC IMPORTERS LLC,0.8758039893659714,16.0,Unknown,Pacific Importers,Other
35913B,WHITE/PINK CHICK EASTER DECORATION,0.85,37,Acme Supplies Ltd,0.3664100469194792,40.0,Home Decor,Acme Supplies Ltd,Home Decor
35914,PINK CHICK EGG WARMER + EGG CUP,0.83,210,,0.5832810405883591,43.0,Home Decor,UNKNOWN,Home Decor
