Date,GrossRevenue,NetRevenue,TotalCost,Orders,UnitsSold,ReturnUnits,ReturnRows,UniqueCustomers,RefundAmount,Profit,ProfitMarginPct,Sessions,ConversionRate,RefundRatePct,Profit_7d_avg,Profit_7d_std,ConversionRate_7d_avg,ConversionRate_7d_std,RefundRatePct_7d_avg,RefundRatePct_7d_std,GrossRevenue_7d_avg,GrossRevenue_7d_std
2011-07-26,23040.401,22294.481,14668.963264516688,89,14660,496,46,57,372.96,7625.517735483312,33.096289146544414,3051.0,2.917076368403802,1.6187218269334807,8892.048132498317,4896.438763877203,3.140653038311918,0.5982792027089603,3.5197115824269334,4.502850703019457,34260.44728571428,11882.81440978283
2011-07-27,26601.61,26532.65,17571.526173906543,86,14465,283,31,40,34.480000000000004,8961.123826093459,33.68639652296782,2348.0,3.6626916524701874,0.12961621495841794,7584.527060319574,2794.2795322575375,3.3006635971594567,0.5602503117734591,3.307015271603652,4.6406790677366265,30416.428714285717,8484.24851229653
2011-07-28,59355.96,58085.24,44859.06468960507,125,31736,891,59,90,562.86,13226.17531039493,22.28280919118304,8391.0,1.4896913359551902,0.9482788249065468,9216.70014674117,2104.703290086407,3.1156197675338304,0.8810319337249549,1.5611428237736882,1.6419602646920142,32384.18014285714,12989.107840709246
2011-07-29,20787.33,18197.15,13254.27661722067,70,11916,271,15,60,696.19,4942.873382779331,23.778298525011778,2584.0,2.708978328173375,3.349107364918919,8776.557648139637,2647.8082519420927,2.880477922879176,0.695177074052952,1.3280171825686293,1.10281851986839,30015.01157142857,13432.698234026238
2011-07-31,34103.83,34095.33,22395.322807590986,43,21202,5,1,37,4.25,11700.007192409015,34.30701828037794,1651.0,2.604482132041187,0.012461943423949743,9299.648508133547,2832.8901868542835,2.838674956441789,0.702767369820262,1.2569983016773503,1.17776735234252,31813.673000000003,12938.415968745967
2011-08-01,22452.54,22400.38,14722.538255409972,51,12172,1775,11,38,26.08,7677.841744590029,34.19587157885044,1242.0,4.1062801932367154,0.11615612309342283,9292.432905229283,2837.61982475751,2.9862620223745604,0.8527067716026964,0.9833745953753847,1.1902632693355504,30638.39871428572,13423.183496408341
2011-08-02,39222.159999999996,15940.2,23059.267237903914,61,16078,100,38,53,11633.33,-7119.067237903913,-18.15062515145498,1498.0,4.0720961281708945,29.66009521148249,6716.353136263738,6690.400036849181,3.080185162635907,0.9395420129691997,5.119205358531032,10.886106317742616,32223.40442857143,13728.801029821514
2011-08-03,31061.33,28950.29,21060.1483214555,84,17314,975,40,70,1038.1200000000001,7890.1416785445,25.4018153071504,3854.0,2.179553710430721,3.342162103168152,6754.156556701049,6697.137591311769,2.974824782925467,1.000271799017778,5.365411112278842,10.81298633920782,33369.25142857143,13157.456528999639
2011-08-04,71969.42,63022.3,47467.81858191334,99,42206,3261,59,80,4473.56,15554.48141808666,21.612625776457083,2378.0,4.163162321278385,6.2159178162058275,7696.06478412865,7477.461544281464,3.0463205927552095,1.0728828571144595,6.234882769599901,10.563632488699104,39850.36714285715,19099.956329785797
2011-08-05,22641.47,22049.75,14826.092224241833,66,13202,620,15,51,240.28,7223.657775758167,31.904544076679503,1899.0,3.4755134281200633,1.0612385149904136,6838.562279180542,7070.696087893791,3.3300094630644774,0.8270652907904555,6.251019868183311,10.554292798835828,34605.44,17851.065112134558
2011-08-07,8057.14,7827.56,5038.5325227296735,33,5362,106,12,28,114.78999999999999,2789.027477270327,34.61560153193722,1899.0,1.7377567140600316,1.4246990867727256,6530.870006964969,7212.383251318691,3.1912635181911426,1.0098727689712808,5.976104399876712,10.666941184541617,32786.841428571424,20011.180697283085
2011-08-08,30875.239999999998,17629.54,16341.501295342718,57,13812,457,41,49,3390.5,1288.0387046572832,4.171752850041922,2274.0,2.5065963060686016,10.981291157574809,5043.44593728615,7040.254745207639,3.177279828766488,1.019979252100457,7.543080001898263,10.448291573079747,32325.614285714284,20012.973980142553
2011-08-09,29879.1,27127.62,18889.03521681687,60,16532,660,36,51,1056.24,8238.58478318313,27.573068744316696,1355.0,4.428044280442804,3.5350462363324198,5123.552085656594,7078.3128083190895,3.2232461269387858,1.0746104550572524,8.03149287521812,10.117938584490403,33386.55142857142,19594.827073024873
2011-08-10,32807.63,27929.03,17678.2417315687,62,15114,196,17,51,1318.1200000000001,10250.788268431297,31.245134953153574,1456.0,4.258241758241758,4.017723925806284,7604.960015133052,4724.408235598412,3.249838359806052,1.1010938035269406,4.368296977264376,3.381739198711819,32470.190000000002,19425.697254228337
2011-08-11,76886.61,76242.71,39414.951099007994,85,41067,115,51,71,301.0,36827.75890099201,47.898793952538696,3524.0,2.412031782065834,0.39148559157439766,11738.905332625553,12029.022667321635,3.2830495128967825,1.0663907313286203,3.9467717613224105,3.699893050535761,39016.65857142857,25609.197588293322
2011-08-12,32742.23,32626.73,20180.75059106217,59,12207,62,7,42,57.75000000000001,12445.97940893783,38.012008983315525,2431.0,2.4269847799259567,0.17637772381416905,11294.833617032866,11921.585835861984,3.0350241498464356,1.0288154481187586,3.0839803195521744,3.7857459720236104,33412.77428571429,21089.671015346896
2011-08-14,6615.55,5478.77,4029.0011262595585,37,3302,45,19,31,568.39,1449.768873740442,21.914563018047506,1440.0,2.569444444444444,8.591727067288433,10469.992345316046,12438.74014423821,2.9055857236070612,1.0211285319213999,4.159764398451891,4.166010192149011,31123.35714285714,23216.46527301529
2011-08-15,18137.66,18060.8,11509.037976835127,54,10579,60,8,48,38.43,6551.7620231648725,36.12242165287513,1991.0,2.712204922149674,0.21187959196500541,11007.525851872411,12128.934069089199,3.0447926104770104,0.8938812849583048,3.9865044706222172,4.321051660081051,32563.431428571428,21817.755834811443
2011-08-16,19902.13,19630.23,11413.850044155586,63,11514,49,13,48,135.95000000000002,8216.379955844413,41.283922654733004,2700.0,2.3333333333333335,0.6830927141969226,11997.288887756285,11468.296145254064,3.0200407572291152,0.9134525138973891,2.515333264425376,3.132198378813626,30995.844285714287,22347.050795042203
2011-08-17,60071.72,49436.34,32633.65159513887,64,26201,2151,18,47,4107.740000000001,16802.68840486113,27.97104595117491,1524.0,4.199475065616798,6.838059572790659,13220.732262281714,11457.29179016621,2.987388012253971,0.8570784605285222,2.9871923124908384,3.5343927240929087,35309.07571428571,24867.23328892587
2011-08-18,56864.76,55102.24,38537.709711962765,100,34867,1052,52,83,881.26,16564.530288037233,29.129693483340528,2445.0,4.08997955010225,1.5497471544766916,14122.695407939706,11433.014084130962,2.963350553948327,0.8169144370579784,2.634624202300897,3.537553647148474,38745.80857142857,26095.938745072614
2011-08-19,18676.95,18474.85,12612.91598746752,61,11144,63,8,59,101.05,5861.934012532478,31.38592764092894,2771.0,2.201371346084446,0.541041229965278,9699.006138159772,5773.790632489961,2.9332562059509857,0.8440394364166953,2.6559892934995943,3.5221664356848366,30430.14285714286,20615.424608625577
2011-08-21,15079.69,15024.39,9619.528626838903,42,8480,5,5,37,27.65,5404.861373161097,35.84199259508051,1062.0,3.954802259887006,0.1833592069863505,8693.13213304881,5828.54025636299,3.1515158459454216,0.887712426381145,2.656986648238477,3.521348166284856,27906.922857142858,21352.980168850554
2011-08-22,33752.71,30406.61,22754.424449491788,68,16430,169,5,60,1673.05,7652.185550508213,22.671321948691567,1830.0,3.715846994535519,4.9567871735336215,9579.191658301348,4948.953377998775,3.315287638815575,0.8679587393758383,2.1377095205592185,2.6639492899488273,31783.66,19197.854071058773
2011-08-23,27762.23,27170.89,17555.501684525596,73,15678,70,25,62,237.38,9615.388315474403,34.634783716849846,3077.0,2.3724406889827754,0.855046586675494,10016.85255720271,4768.787193667637,3.266749891220304,0.9155029998703722,2.229590519803574,2.5966986533689327,33158.59857142857,18385.098115595745
2011-08-24,65082.0,40972.68,41675.03166880649,102,31373,246,58,79,11960.460000000001,-702.351668806492,-1.0791796023577824,3759.0,2.713487629688747,18.377523739282754,8742.748039395437,6281.510290600293,3.3210576478425056,0.8605290803842714,4.757366380530121,6.507605800932196,39612.86571428571,20735.788891211647
2011-08-25,26652.44,23793.38,15972.803475031906,93,13892,344,57,80,1368.58,7820.576524968095,29.342816361159034,4020.0,2.3134328358208953,5.134914476873412,7459.589199410718,5181.803330441471,3.051623043585948,0.8345245501959113,4.514059938256229,6.448416753911091,34838.682857142856,19016.20277545244
2011-08-26,26473.25,26320.83,18155.435774554535,55,18529,419,4,43,76.21000000000001,8165.394225445467,30.84394332182662,2914.0,1.887439945092656,0.28787549696391646,6259.712619040466,3381.9815784737702,2.7369745285845783,0.7919069374536036,4.333792558611546,6.561738618020407,30497.038571428573,16444.75131483849
2011-08-28,11266.82,11226.32,7213.099521879208,39,6989,4,4,36,20.25,4013.220478120792,35.61981533494626,1948.0,2.002053388090349,0.17973128176362096,5995.6106855530825,3488.7210331612846,2.7085005345854216,0.8175433241143958,4.282176851725596,6.597867020608506,29438.448571428573,17534.830090390064
2011-08-30,33351.89,32901.07,15591.900114225771,50,10699,122,17,28,225.41,17309.16988577423,51.898617696850856,1730.0,2.8901734104046244,0.6758537522161412,7696.226187354958,5483.764402235725,2.5564106989450806,0.6229072078310267,4.352533215329851,6.549321916780554,32048.762857142858,16361.878912092941
2011-08-31,36379.06,17614.72,27477.9095129667,117,13424,6624,133,72,9262.17,-9863.1895129667,-27.11227149070564,373.0,31.36729222520107,25.460168569501246,5194.029749715686,8611.371001826916,6.50661716046873,10.968301026998898,7.281587700468083,10.34789295442986,32423.955714285716,16437.40216155105
2011-09-01,39563.73,39416.63,27865.480881948326,81,28985,29,6,72,73.55,11551.149118051671,29.196309645353637,3882.0,2.0865533230293662,0.18590259310737384,5470.567007226724,8805.902455165658,6.465776108189671,10.986777187464808,7.185995701386923,10.419994267605354,34109.88428571429,16484.726987443955
2011-09-02,45539.88,44338.78,30576.63892746587,107,19605,8293,46,67,576.9499999999999,13762.14107253413,30.219976584334724,3610.0,2.96398891966759,1.2669115509307445,7536.923113132527,8813.058406932432,6.501562006758078,10.972917555478997,4.74162253162235,9.304284131761468,31318.152857142857,11160.151154352332
2011-09-04,17944.99,17734.29,11431.44903936538,53,11157,23,11,46,101.10000000000001,6302.840960634621,35.12312328195569,1706.0,3.1066822977725677,0.5633884443513203,7320.103746799175,8823.580300741134,6.61488335846546,10.926454199638538,4.088547384119194,9.431645585678742,30074.231428571427,12203.381139552357
2011-09-05,38496.41,37870.21,34632.87431132151,78,23986,169,18,60,313.1,3237.3356886784895,8.409448280186359,1706.0,4.572098475967175,0.813322592937887,6616.09538440389,8940.716792150253,6.998406005733249,10.77898441229926,4.1636112549726185,9.398387975863411,31791.825714285715,12455.588980794782
2011-09-06,29514.25,28919.670000000002,17385.406033870866,70,15483,131,18,55,297.29,11534.263966129136,39.080322102473,1670.0,4.191616766467066,1.007276146268328,7690.530168405082,9027.283222077709,7.31120077407278,10.64071326045762,4.2818319499018624,9.344976351117396,34398.60142857143,8824.159217187897
2011-09-07,35933.43,35353.51,18421.240600661913,60,16752,182,33,45,287.88,16932.26939933809,47.121216647946184,2003.0,2.9955067398901645,0.8011481230709119,7636.687241771348,8961.23386969683,7.326248392570713,10.633491267204542,4.299731145738258,9.337035008407442,34767.392857142855,8827.067835604206
2011-09-08,28423.28,27417.68,17957.224147029723,90,17771,588,31,64,487.8,9460.455852970277,33.28418061874026,2821.0,3.1903580290677067,1.7161988341950682,10397.208008333775,4574.556371974337,3.300972078837376,0.8307299903735438,0.9077354692659471,0.49200627447011186,33630.852857142854,9093.13838570738
2011-09-09,32331.44,30361.3,20297.86776145957,88,17764,1307,51,68,757.93,10063.43223854043,31.125839859098235,1927.0,4.566683964711987,2.3442506736476942,10184.677025546453,4546.482821029871,3.6552764562206073,0.7515723986185788,1.2160709093431359,0.6230916292664013,32597.66857142857,8709.459880048944
2011-09-11,37115.46,37023.06,24636.25397779133,78,21799,24,5,68,46.2,12386.806022208668,33.373710098726164,2337.0,3.3376123234916557,0.12447643111522802,9988.200589785672,4393.251234057845,3.708651228195474,0.7061935996638382,1.0528658922266334,0.7452070921951602,31394.18,7046.264470772292
2011-09-12,31541.02,30078.84,19820.92118830159,96,18114,592,66,80,699.02,10257.918811698411,32.5224701411001,3789.0,2.5336500395882817,2.2162250935448506,10553.211711366213,4083.7104815717144,3.62678947702629,0.8127738694474456,1.288985413539995,0.8221466943764002,33336.47,3886.568220019801
2011-09-13,58024.32,57248.08,38326.06148037433,82,37694,34,12,64,288.6,18922.01851962567,32.61049594312466,2860.0,2.867132867132867,0.49737765130207473,12793.880687215811,3683.993552814669,3.383222961478532,0.7339169692073564,1.2438504218777362,0.8603951302037497,36126.17142857143,10157.266639932324
2011-09-14,25063.54,24598.9,16671.871419779953,93,14715,4744,43,68,232.32,7927.028580220049,31.627729284131647,2860.0,3.2517482517482517,0.9269241296321269,12278.561346371656,4116.462639392223,3.2489560308044156,0.6415341639109284,1.232371562358279,0.8646031091195665,35490.35571428571,10761.465756401234
2011-09-15,99230.6,65020.64,67649.7614986895,115,30052,144,47,92,15275.14,-2629.1214986895066,-2.6495068040397887,2979.0,3.8603558241020477,15.393578190598465,9484.076932367712,6423.778679704828,3.372505899977542,0.6673476947039342,3.317004429147929,5.391647729062373,44532.80857142858,26410.59011842753
2011-09-16,32244.98,25743.14,18479.626215422977,84,16431,899,30,50,1866.16,7263.513784577022,22.52602974037206,2332.0,3.6020583190394513,5.78744350283362,9170.228065454392,6478.559898028737,3.4313202271163625,0.6667608597344044,3.898610810382008,5.409741524800975,45078.76571428571,26059.236872350968
2011-09-18,16628.06,16508.06,10923.30991869996,28,9484,32,3,25,53.4,5584.750081300041,33.58629979263991,1227.0,2.28198859005705,0.32114389772468943,8530.416328705765,6595.7404864142545,3.1049351735942285,0.5706198731208016,3.609595556678722,5.558617117432969,42835.42571428571,27947.04301740877
2011-09-19,60071.7,48634.06,33107.25320508282,100,30090,424,51,79,3057.6699999999996,15526.806794917175,25.847124011668015,4010.0,2.493765586034913,5.090034075945911,8978.987867664122,6996.33211634662,2.9843856396718365,0.6015682997206964,4.318960934511677,5.352765543224638,46114.88857142858,28505.29274702475
2011-09-20,112226.89,111098.21,61748.10517546142,77,44587,33,11,56,325.82,49350.10482453859,43.97351189589108,1792.0,4.296875,0.29032257777079984,14563.585869498434,16850.169408568392,3.236274919730654,0.7355989384287688,4.043832003686812,5.5255640927250935,57641.44142857142,36750.69031083201
2011-09-21,55896.83,44607.55,31961.509583765022,107,22958,2776,107,84,5616.61,12646.04041623498,22.623895516498845,4022.0,2.660367976131278,10.048172678128616,13667.01756901405,16746.260562497362,3.2067370781589983,0.7567397563894376,5.40823129323346,5.680886400449567,57337.514285714286,36755.792969760056
2011-09-22,63240.97,58572.07,43024.69030750517,148,33814,1106,79,111,2277.96,15547.379692494833,24.584347287043247,3027.0,4.8893293690122235,3.6020320371430103,14755.639156481877,16557.556514380198,3.440677237768137,0.9901115405975933,5.790389565735015,5.412835809603324,62791.43285714286,33889.41496422432
2011-09-23,43700.97,41303.53,25493.695365366104,98,22688,701,54,71,1175.27,15809.834634633895,36.17730827172462,4023.0,2.4359930400198855,2.689345339474158,17389.77574695665,14692.553456252246,3.2371968400421136,1.034839399175373,3.975499158431543,3.418849762839555,54858.62857142858,30240.926636185963
2011-09-25,32475.861,32048.701,21028.280332904593,78,19958,320,7,74,161.74,11020.420667095408,33.93419089672606,4337.0,1.7984782107447546,0.49803144557121987,17926.476730173563,14325.024313963628,2.979542538857157,1.1472752296573014,3.2198688645369145,3.534213764630565,54891.61157142858,30212.264149369286
2011-09-26,30974.731,29587.351,19013.939550178315,79,15800,406,27,66,692.9,10573.411449821684,34.13560379207711,4337.0,1.8215356237030207,2.236984721513804,18639.142639962367,13720.009918744412,2.913763543663724,1.2056501072111026,3.493560410792502,3.3412349755883226,56941.136,27553.58226835189
2011-09-27,37900.08,36608.74,23081.589006691625,115,22342,1105,50,84,570.79,13527.150993308373,35.69161593671668,4661.0,2.467281699206179,1.5060390373846175,18353.477525446822,13816.093425797679,2.9099801312596196,1.2072282744411376,2.98156111956946,3.3304058085890667,53773.76171428571,28395.231226649732
2011-09-28,46197.25,45439.71,31671.311195546517,112,26478,405,49,93,366.02,13768.398804453482,29.803503032006194,2208.0,5.072463768115942,0.7922982428607762,13270.376665434665,2027.8587964373824,3.020778526704755,1.3790893584391835,3.0532719288680283,3.2676119484159267,44340.956000000006,11941.004259523394
2011-09-29,51665.9,45152.0,32578.671769535023,116,28497,1353,49,97,2937.12,12573.328230464977,24.335835106840246,4643.0,2.498384665087228,5.684832742679407,13259.989210324666,2031.7723487878811,2.9976380536984615,1.387478285873062,2.4299376523752843,1.7953822042306844,43736.537428571435,11351.099978919669
2011-09-30,45656.37,44927.95,28426.871418420676,94,22884,554,44,70,364.21,16501.07858157932,36.141897793406095,3126.0,3.0070377479206654,0.7977200114682791,13396.231908765305,2232.7547950227554,2.728739250685382,1.1154985672036521,2.0293216487074655,1.8031112213490879,41224.451714285715,7661.306123480369
2011-10-02,12351.73,12323.23,8214.069976227567,36,8599,7,4,32,10.95,4109.160023772432,33.26789060133627,1236.0,2.912621359223301,0.08865154921618268,11724.706964356525,3889.6748032113233,2.7968290105715843,1.1091799597579752,1.6577939643848976,1.9092581404169189,36745.98885714286,13161.042122729234
2011-10-03,73033.55,68099.47,44981.46094578889,91,26484,1369,30,53,2162.04,23118.009054211114,31.653957741628492,2691.0,3.3816425120772946,2.9603380911923356,13452.933876801628,5761.674466453603,3.022995339333376,1.0302851670728195,2.0095520566164855,1.8866652986407992,42539.944428571434,18720.941180809386
2011-10-04,51229.38,49691.16,34810.62747225537,104,26343,7151,35,74,569.81,14880.532527744632,29.04687218105047,2733.0,3.8053421148920603,1.1122719033492108,14068.236887933474,5631.423145713091,3.3063962666460958,0.910610928870844,1.8488787968786866,1.9117928093892185,45433.46571428572,18193.344493052835
2011-10-05,78936.47,78208.37,51632.48180492641,104,47275,180,59,82,349.2,26575.88819507359,33.66743939154308,5450.0,1.908256880733945,0.44238106923200393,15932.342202471364,7326.912796740762,3.2265355782929186,1.0149967127215531,1.6969276585711703,1.9844723561671087,51295.80714285715,21645.31038404449
2011-10-06,74261.49,58063.03,53854.991821798394,218,38265,5742,249,154,7584.91,4208.038178201605,5.666514606967358,7209.0,3.023997780552088,10.21378644570692,14566.576398721096,8581.194040799228,2.9338975800695115,0.607648699567212,3.042854544692048,3.711843166027495,55304.98428571429,23094.11744848304
2011-10-07,61685.89,49168.03,37648.86532292391,108,31956,662,69,80,6252.68,11519.164677076085,18.673905291916977,3779.0,2.8578989150568934,10.1363212883854,14415.981605379826,8631.109192851765,2.9852567586366066,0.5792324797983491,3.678781479792904,4.530876999596687,56736.41142857143,23141.448031561922
2011-10-09,13455.06,12238.26,8461.833367091114,41,7709,284,32,35,602.16,3776.426632908886,28.06696241346294,1503.0,2.7278775781769795,4.4753423619069705,12598.174184141191,9422.471449153569,2.9453767343875086,0.5870403607108553,4.204156101284146,4.350765122694813,52136.224285714285,28330.00680422431
2011-10-10,55130.71,43611.39,29860.97936697764,139,26720,819,78,95,3973.29,13750.410633022359,24.941472063433174,3993.0,3.481091910843977,7.207035788220395,13975.495699748324,8647.571863230292,3.026586813190462,0.6201411946767376,5.221068135427605,4.050022243086394,58247.50714285714,22287.000041755822
2011-10-11,68383.61,39296.75,41464.34431747677,105,29057,9010,55,78,14305.19,-2167.594317476767,-3.1697570769907686,3326.0,3.156945279615153,20.9190330840972,10363.266646650054,9437.155366968069,2.9944872085530134,0.6043132046852809,7.7865959915568705,6.99592443200196,57583.229999999996,21837.60859185746
2011-10-12,36597.93,30533.37,26835.98217654868,110,18611,3025,166,78,2856.43,3697.3878234513177,10.102723906656244,4321.0,2.5457070122656793,7.804894976300572,8765.674546036726,9491.413262586688,2.8145393367492444,0.501400708951205,8.742685001978494,6.360198390474444,55493.02285714285,23204.581225245674
2011-10-13,39844.42,39086.4,25670.4212984087,106,20238,1249,58,79,379.01,13415.978701591303,33.670909757479976,3925.0,2.700636942675159,0.9512247888161003,6885.6874755392555,6058.089813703719,2.9277364884551322,0.31894271294257714,8.81537696191908,6.251500612215811,49908.444285714286,21243.377288508742
2011-10-14,40702.74,37259.54,29167.7750575812,88,19368,1187,36,63,1122.1000000000001,8091.764942418802,19.880147976324942,4403.0,1.9986372927549396,2.7568168629433796,7440.50558471314,5948.8481840621225,2.781256418769825,0.46799411111403855,7.750095592952859,6.5991715395481645,45114.33714285714,18432.201824005122
2011-10-16,23025.62,22214.58,14735.444540517465,39,8968,459,7,32,405.52,7479.135459482537,32.48179835975117,1717.0,2.2714036109493305,1.7611686460560019,6863.358553628348,5676.957954591455,2.6974713753258874,0.5031645203270213,6.553645215477231,6.848930675851145,39591.44142857143,18431.200023823236
2011-10-17,60984.15,48350.49,37385.900179626624,108,32353,1559,47,87,4998.0599999999995,10964.589820373374,17.979409109372472,5244.0,2.059496567505721,8.195670514387754,7890.239008980418,5675.6302828008575,2.6019883738014222,0.5569732938355365,7.085120665831629,6.8049828516375515,46381.311428571425,15758.99747992179
2011-10-18,47657.37,45867.49,29647.212747941772,109,30542,632,49,79,694.3199999999999,16220.277252058226,34.03519172807527,3319.0,3.2841217234106654,1.4568995309644655,8243.077097414114,6157.0168276209115,2.5738497755966634,0.5079789879384672,6.263672629080781,7.127240248661148,45313.69142857142,15314.337902209421
2011-10-19,62563.51,37281.63,22668.630129388115,107,19719,224,50,87,6569.93,14612.999870611882,23.357065277526598,3319.0,3.2238626092196445,10.501217083248687,10640.304838569635,4461.316476492867,2.583409394111591,0.5212377138515081,4.775413200388137,3.9255169811918798,44482.24857142857,13950.326696176264
2011-10-20,62831.21,62171.69,41384.42818387767,106,41553,117,38,89,329.76,20787.26181612233,33.08429332512032,4834.0,2.1928009929664873,0.5248347119210341,13081.715408951208,4698.462664068072,2.5329942484974204,0.5421399221517256,3.735404591191059,3.953404307753011,48229.86,14965.958348948694
2011-10-21,64913.83,64383.07,40809.64861702652,69,25253,65,17,59,265.38,23573.42138297348,36.31494457032265,1983.0,3.479576399394856,0.40881889113614156,14532.778649148662,6160.064651189567,2.6442713137430913,0.651246211746204,3.657918034379637,4.021793128398745,51811.204285714295,15610.554754889255
2011-10-23,13059.22,12985.72,8459.745732791245,45,7363,5,4,40,36.75,4525.974267208754,34.657309297253235,1198.0,3.7562604340567614,0.28141037519851875,14023.379981261513,6886.11460826816,2.8953603339290663,0.6979835733639738,3.304288536130371,4.218261168280381,47862.130000000005,21335.762277715017
2011-10-24,65899.7,38856.26,51759.50935847896,141,27935,5108,143,84,10345.19,-12903.249358478955,-19.580133685705633,4665.0,3.022508038585209,15.698387094326682,11111.610721552726,12297.553117562777,3.0026609664484774,0.6415264321119721,5.295319743026183,6.194693789987291,53986.99857142857,19049.024949809926
2011-10-25,43455.29,42208.99,30872.656271104894,112,27913,2424,32,69,507.15,11336.333728895104,26.087350306246037,2994.0,3.740814963259853,1.1670615936517739,11164.716994198689,12297.61507655687,3.2428493086990673,0.5355396250347,4.291232754349614,6.215820311851769,51482.875714285714,19127.87863984736
2011-10-26,39672.67,39237.97,32829.340820480655,107,22271,495,20,83,217.35,6408.6291795193465,16.153763231764707,2431.0,4.401480872069107,0.5478582611152716,9763.05298383599,12183.98585043378,3.4024720442217022,0.6932031813070043,4.1613697157997285,6.293910943778875,50342.20428571429,19625.633719926827
2011-10-27,85066.19,48773.31,35992.77699703327,137,34401,1614,62,113,9811.570000000002,12780.533002966731,15.02422173012184,6162.0,2.223304122038299,11.53404190313449,9501.272002743828,12081.67043574893,3.25953511748151,0.8265090044577016,4.308916118640558,6.476754984323144,53556.87285714286,23434.480315009278
2011-10-28,44511.62,40684.16,28402.15532634886,101,24851,319,28,67,1006.23,12282.004673651143,27.592805370038526,2083.0,4.84877580412866,2.2606007150492387,8286.235268105087,11149.179875384074,3.6389600905046775,0.8639756847767194,4.556882690516017,6.339506325630615,50939.78857142857,23248.32812808944
2011-10-30,35976.41,35921.21,23389.296946881943,97,20723,7,7,88,25.95,12531.913053118056,34.83369533846778,5499.0,1.7639570831060194,0.07213059891189809,6708.876935268598,9244.246649802986,3.39387161674913,1.1216415425838944,4.50878436305541,6.377387351833478,46805.87142857142,22919.833232102308
2011-10-31,68957.87,51170.47,60264.23472562254,109,22639,16966,43,64,8893.7,-9093.76472562254,-13.18742113934572,2911.0,3.7444177258673994,12.897295116569001,4763.199936292699,11039.288799920227,3.392179801293506,1.1210125916874925,6.311053611822621,6.755067447543782,54791.392857142855,18517.591739515086
2011-11-01,30567.97,29740.77,20752.386590793594,105,17417,227,45,88,413.6,8988.383409206406,29.404580707212176,4618.0,2.27371156344738,1.3530502679765781,7890.576045962036,7836.674024780285,3.2852088762738165,1.1954239080525115,4.261719779486892,5.490097152700641,49744.00285714286,19758.769907897207
2011-11-02,48027.01,46719.17,29393.18934597331,116,29328,451,40,87,649.28,17325.980654026687,36.07549304865468,3313.0,3.501358285541805,1.3519059379295106,8746.239892409405,8568.442569545256,3.2510007794569526,1.1835808818351896,4.288126114383712,5.473150018046493,50397.10571428571,19591.104619687194
2011-11-03,69435.54,67817.44,55393.06140898626,124,37379,600,37,95,744.9399999999999,12424.378591013745,17.893399534321684,3594.0,3.450194769059544,1.0728511652678152,9605.632665480034,8596.546179308312,3.1151027647413008,1.07950437178719,4.363125100691218,5.4166601359269775,54648.944285714286,20098.79690145811
2011-11-04,68192.57,61771.07,49393.668136644425,143,36186,2121,105,105,2895.6,12377.401863355575,18.150660494765887,5113.0,2.7967924897320557,4.2462104009278425,9548.04250267844,8573.050149773999,3.197029674411837,1.0207032391606554,3.322006314661697,4.416736448667638,52238.427142857145,16539.43082298453
2011-11-06,44306.11,44238.23,28147.085805844854,104,23890,14,11,88,33.94,16091.14419415515,36.318115479231075,5113.0,2.034030901623313,0.07660343009124475,10092.205291321869,8890.51903089396,2.794923259768216,0.7898823226899706,3.0100067025248407,4.5783915820662395,52209.06857142857,16555.606828914926
2011-11-07,102829.15,71067.69,50750.91464989712,115,32039,5125,51,90,15880.73,20316.775350102886,19.757797618771416,3965.0,2.900378310214376,15.443801684639036,11204.328476605415,9696.905906021106,2.957269149355124,0.6464287402556955,5.205959714771574,6.297918850772709,61759.46,23469.66946688072
2011-11-08,60181.590000000004,58010.05,32308.78453659455,144,27042,511,93,122,1052.58,25701.265463405452,42.706192148471736,5704.0,2.524544179523142,1.7490066314299768,16175.047075037986,5618.009664769418,2.783001499877373,0.5571182130393104,3.6133470740374287,5.3700041945826085,60505.705714285716,23254.46759174808
2011-11-09,72717.1,65573.22,54641.94961897536,127,40451,2035,27,102,3528.14,10931.270381024638,15.03259945875817,1116.0,11.379928315412187,4.851871155477872,16452.602356726307,5238.98839457259,4.083889607300917,3.2573990026773725,4.113178629394757,5.286742056971561,66527.01,19337.696223734434
2011-11-10,76720.77,70581.51,63168.408854468755,184,39844,1445,78,139,2052.02,7413.10114553124,9.662443619284893,4623.0,3.9800995024875623,2.674660329921089,15036.476712655527,6212.808087722698,4.15228120972174,3.248142477938126,4.3021435425364105,5.194429762001629,70626.11857142857,17737.544347248684
2011-11-11,57667.27,56823.95,32600.279872551033,118,29901,550,18,91,421.66,24223.670127448964,42.005924898905334,4890.0,2.4130879345603273,0.7311946620674085,16722.08978928913,6943.658163438867,4.004123090507566,3.3085946014911323,4.253335470650638,5.231304400244091,68944.93714285715,18414.000827340322
2011-11-13,35754.52,34655.12,20626.15074079583,93,21457,484,25,75,549.7,14028.969259204172,39.23691119110024,3074.0,3.02537410540013,1.5374279951178202,16958.02798869607,6797.95617964674,4.036777607031576,3.2957959988504433,3.8663665555349205,5.3311531339891625,64310.93,22305.35114127923
