InvoiceNo,StockCode,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,RefundAmount,ReturnReason,ReturnReasonClean,Date
C561604,22720,-3,2011-07-28 12:08:00,4.95,18223.0,United Kingdom,14.85,damaged,Damaged,2011-07-28
C561606,21314,-1,2011-07-28 12:10:00,2.1,13420.0,United Kingdom,2.1,Damaged,Damaged,2011-07-28
C561608,23296,-4,2011-07-28 12:19:00,1.25,15827.0,United Kingdom,5.0,Changed Mind,Changed Mind,2011-07-28
C561608,22720,-1,2011-07-28 12:19:00,4.95,15827.0,United Kingdom,4.95,Damaged,Damaged,2011-07-28
C561608,22423,-1,2011-07-28 12:19:00,12.75,15827.0,United Kingdom,12.75,Changed Mind,Changed Mind,2011-07-28
561609,47589,-1,2011-07-28 12:24:00,0.0,,United Kingdom,0.0,Wrong Item,Wrong Item,2011-07-28
C561612,21232,-2,2011-07-28 12:36:00,1.25,17054.0,United Kingdom,2.5,,Unspecified,2011-07-28
C561613,22892,-1,2011-07-28 12:46:00,1.25,14194.0,United Kingdom,1.25,Wrong Item,Wrong Item,2011-07-28
C561613,21623,-1,2011-07-28 12:46:00,9.95,14194.0,United Kingdom,9.95,Changed Mind,Changed Mind,2011-07-28
C561613,22780,-4,2011-07-28 12:46:00,4.25,14194.0,United Kingdom,17.0,Changed Mind,Changed Mind,2011-07-28
C561619,23170,-2,2011-07-28 13:31:00,1.65,13408.0,United Kingdom,3.3,,Unspecified,2011-07-28
C561620,22720,-2,2011-07-28 13:40:00,4.95,15845.0,United Kingdom,9.9,Late Delivery,Late Delivery,2011-07-28
C561621,85066,-1,2011-07-28 13:41:00,12.75,12722.0,France,12.75,Damaged,Damaged,2011-07-28
C561621,22797,-2,2011-07-28 13:41:00,16.95,12722.0,France,33.9,Damaged,Damaged,2011-07-28
C561622,23243,-2,2011-07-28 13:42:00,4.95,16572.0,United Kingdom,9.9,Changed Mind,Changed Mind,2011-07-28
C561623,23194,-5,2011-07-28 13:43:00,2.25,17677.0,United Kingdom,11.25,Changed Mind,Changed Mind,2011-07-28
C561623,23176,-5,2011-07-28 13:43:00,2.25,17677.0,United Kingdom,11.25,Wrong Item,Wrong Item,2011-07-28
C561628,M,-1,2011-07-28 14:10:00,9.6,16422.0,United Kingdom,9.6,Late Delivery,Late Delivery,2011-07-28
561639,84799,-346,2011-07-28 14:58:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-07-28
561640,84802B,-125,2011-07-28 14:58:00,0.0,,United Kingdom,0.0,WRONG ITEM,Wrong Item,2011-07-28
C561649,84077,-48,2011-07-28 15:27:00,0.29,15746.0,United Kingdom,13.919999999999998,Damaged,Damaged,2011-07-28
561663,22501,-108,2011-07-28 16:40:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-07-28
561668,44091A,-2,2011-07-28 17:03:00,0.0,,United Kingdom,0.0,Wrong Item,Wrong Item,2011-07-28
C561681,84968A,-2,2011-07-28 19:14:00,12.75,15370.0,United Kingdom,25.5,Changed Mind,Changed Mind,2011-07-28
C561682,21257,-7,2011-07-28 19:27:00,6.95,13631.0,United Kingdom,48.65,Wrong Item,Wrong Item,2011-07-28
C561684,22423,-1,2011-07-28 19:36:00,12.75,13136.0,United Kingdom,12.75,Late Delivery,Late Delivery,2011-07-28
C561684,22725,-1,2011-07-28 19:36:00,3.75,13136.0,United Kingdom,3.75,Changed Mind,Changed Mind,2011-07-28
C561703,23111,-1,2011-07-29 11:07:00,12.5,12709.0,Germany,12.5,Damaged,Damaged,2011-07-29
C561703,20685,-1,2011-07-29 11:07:00,6.75,12709.0,Germany,6.75,,Unspecified,2011-07-29
C561703,21658,-1,2011-07-29 11:07:00,3.39,12709.0,Germany,3.39,damaged,Damaged,2011-07-29
C561703,22504,-2,2011-07-29 11:07:00,29.95,12709.0,Germany,59.9,Defective,Defective,2011-07-29
C561703,M,-1,2011-07-29 11:07:00,1.65,12709.0,Germany,1.65,,Unspecified,2011-07-29
C561725,21672,-1,2011-07-29 12:10:00,1.25,17841.0,United Kingdom,1.25,Damaged,Damaged,2011-07-29
C561725,82580,-2,2011-07-29 12:10:00,0.55,17841.0,United Kingdom,1.1,Wrong Item,Wrong Item,2011-07-29
C561725,82581,-1,2011-07-29 12:10:00,0.55,17841.0,United Kingdom,0.55,Wrong Item,Wrong Item,2011-07-29
C561725,M,-1,2011-07-29 12:10:00,3.25,17841.0,United Kingdom,3.25,WRONG ITEM,Wrong Item,2011-07-29
C561793,22461,-3,2011-07-29 13:08:00,3.95,14414.0,United Kingdom,11.85,Changed Mind,Changed Mind,2011-07-29
561805,23284,-15,2011-07-29 14:42:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-07-29
C561810,15056BL,-120,2011-07-29 15:12:00,4.95,14145.0,United Kingdom,594.0,Changed Mind,Changed Mind,2011-07-29
C561886,85061W,-5,2011-07-31 13:20:00,0.85,15532.0,United Kingdom,4.25,Damaged,Damaged,2011-07-31
561918,85127,-6,2011-08-01 12:05:00,0.0,,United Kingdom,0.0,Wrong Item,Wrong Item,2011-08-01
561919,85017B,-188,2011-08-01 12:08:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-08-01
561920,84352,-52,2011-08-01 12:10:00,0.0,,United Kingdom,0.0,Wrong Item,Wrong Item,2011-08-01
561921,22044,-240,2011-08-01 12:11:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-08-01
561924,22042,-197,2011-08-01 12:27:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-08-01
561927,22740,-1060,2011-08-01 12:49:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-08-01
C561966,22371,-1,2011-08-01 13:11:00,4.13,,United Kingdom,4.13,Defective,Defective,2011-08-01
C562016,21650,-24,2011-08-01 14:12:00,0.19,14738.0,United Kingdom,4.5600000000000005,Changed Mind,Changed Mind,2011-08-01
C562020,23029,-4,2011-08-01 15:13:00,1.65,16774.0,United Kingdom,6.6,Late Delivery,Late Delivery,2011-08-01
C562022,22960,-2,2011-08-01 15:39:00,3.75,17389.0,United Kingdom,7.5,Damaged,Damaged,2011-08-01
C562030,84595E,-1,2011-08-01 17:03:00,3.29,,United Kingdom,3.29,Damaged,Damaged,2011-08-01
C562041,37495,-4,2011-08-02 10:05:00,3.75,15120.0,United Kingdom,15.0,,Unspecified,2011-08-02
C562048,22384,-1,2011-08-02 11:19:00,1.65,13534.0,United Kingdom,1.65,Wrong Item,Wrong Item,2011-08-02
C562048,23209,-1,2011-08-02 11:19:00,1.65,13534.0,United Kingdom,1.65,Changed Mind,Changed Mind,2011-08-02
C562051,22423,-1,2011-08-02 11:58:00,12.75,15602.0,United Kingdom,12.75,damaged,Damaged,2011-08-02
C562062,AMAZONFEE,-1,2011-08-02 12:17:00,4575.64,,United Kingdom,4575.64,Changed Mind,Changed Mind,2011-08-02
C562086,AMAZONFEE,-1,2011-08-02 12:27:00,6721.37,,United Kingdom,6721.37,Damaged,Damaged,2011-08-02
C562097,82483,-1,2011-08-02 13:19:00,5.95,15311.0,United Kingdom,5.95,damaged,Damaged,2011-08-02
C562097,20724,-1,2011-08-02 13:19:00,0.72,15311.0,United Kingdom,0.72,Damaged,Damaged,2011-08-02
C562097,23199,-1,2011-08-02 13:19:00,1.79,15311.0,United Kingdom,1.79,Defective,Defective,2011-08-02
C562097,20712,-1,2011-08-02 13:19:00,1.79,15311.0,United Kingdom,1.79,Wrong Item,Wrong Item,2011-08-02
C562097,22384,-1,2011-08-02 13:19:00,1.45,15311.0,United Kingdom,1.45,Changed Mind,Changed Mind,2011-08-02
C562097,75049L,-3,2011-08-02 13:19:00,0.85,15311.0,United Kingdom,2.55,Changed Mind,Changed Mind,2011-08-02
C562097,22197,-1,2011-08-02 13:19:00,0.72,15311.0,United Kingdom,0.72,Changed Mind,Changed Mind,2011-08-02
C562097,85099B,-1,2011-08-02 13:19:00,1.79,15311.0,United Kingdom,1.79,Late Delivery,Late Delivery,2011-08-02
C562097,37449,-2,2011-08-02 13:19:00,8.5,15311.0,United Kingdom,17.0,damaged,Damaged,2011-08-02
C562110,22655,-1,2011-08-02 15:46:00,125.0,16316.0,United Kingdom,125.0,Damaged,Damaged,2011-08-02
C562111,23240,-1,2011-08-02 15:48:00,3.75,15125.0,United Kingdom,3.75,,Unspecified,2011-08-02
C562115,21429,-5,2011-08-02 16:17:00,1.95,17696.0,United Kingdom,9.75,Damaged,Damaged,2011-08-02
C562116,21931,-1,2011-08-02 16:19:00,2.08,15810.0,United Kingdom,2.08,Damaged,Damaged,2011-08-02
C562117,20712,-2,2011-08-02 16:20:00,2.08,16628.0,United Kingdom,4.16,WRONG ITEM,Wrong Item,2011-08-02
C562117,22356,-1,2011-08-02 16:20:00,0.85,16628.0,United Kingdom,0.85,Changed Mind,Changed Mind,2011-08-02
C562118,47594A,-5,2011-08-02 16:23:00,1.95,12457.0,Switzerland,9.75,Damaged,Damaged,2011-08-02
C562119,23029,-4,2011-08-02 16:26:00,1.65,13505.0,Switzerland,6.6,Changed Mind,Changed Mind,2011-08-02
C562119,23245,-1,2011-08-02 16:26:00,4.95,13505.0,Switzerland,4.95,Wrong Item,Wrong Item,2011-08-02
C562119,22699,-6,2011-08-02 16:26:00,2.95,13505.0,Switzerland,17.700000000000003,Changed Mind,Changed Mind,2011-08-02
C562121,22847,-1,2011-08-02 17:15:00,14.95,16523.0,United Kingdom,14.95,Defective,Defective,2011-08-02
C562121,22061,-1,2011-08-02 17:15:00,9.95,16523.0,United Kingdom,9.95,,Unspecified,2011-08-02
C562122,23182,-9,2011-08-02 17:18:00,0.83,14857.0,United Kingdom,7.47,Damaged,Damaged,2011-08-02
C562124,23168,-1,2011-08-02 17:23:00,1.04,13081.0,United Kingdom,1.04,Wrong Item,Wrong Item,2011-08-02
C562124,85123A,-3,2011-08-02 17:23:00,2.55,13081.0,United Kingdom,7.649999999999999,Damaged,Damaged,2011-08-02
C562124,22698,-1,2011-08-02 17:23:00,2.55,13081.0,United Kingdom,2.55,Damaged,Damaged,2011-08-02
C562124,15034,-23,2011-08-02 17:23:00,0.07,13081.0,United Kingdom,1.61,damaged,Damaged,2011-08-02
C562124,15044C,-2,2011-08-02 17:23:00,2.55,13081.0,United Kingdom,5.1,damaged,Damaged,2011-08-02
C562124,15058A,-1,2011-08-02 17:23:00,6.75,13081.0,United Kingdom,6.75,Late Delivery,Late Delivery,2011-08-02
C562124,22200,-4,2011-08-02 17:23:00,3.75,13081.0,United Kingdom,15.0,Defective,Defective,2011-08-02
C562126,23243,-1,2011-08-02 17:31:00,4.95,15764.0,United Kingdom,4.95,,Unspecified,2011-08-02
C562126,21533,-2,2011-08-02 17:31:00,4.95,15764.0,United Kingdom,9.9,Damaged,Damaged,2011-08-02
C562139,84978,-1,2011-08-03 10:10:00,1.25,12921.0,United Kingdom,1.25,Damaged,Damaged,2011-08-03
C562139,22456,-2,2011-08-03 10:10:00,4.95,12921.0,United Kingdom,9.9,Wrong Item,Wrong Item,2011-08-03
C562139,21313,-4,2011-08-03 10:10:00,0.85,12921.0,United Kingdom,3.4,,Unspecified,2011-08-03
C562142,23163,-7,2011-08-03 10:37:00,2.08,15189.0,United Kingdom,14.56,Changed Mind,Changed Mind,2011-08-03
C562144,21643,-12,2011-08-03 10:43:00,1.25,12757.0,Portugal,15.0,Changed Mind,Changed Mind,2011-08-03
C562147,22649,-1,2011-08-03 10:47:00,4.95,16180.0,United Kingdom,4.95,Wrong Item,Wrong Item,2011-08-03
C562147,22699,-1,2011-08-03 10:47:00,2.95,16180.0,United Kingdom,2.95,Defective,Defective,2011-08-03
C562147,22064,-1,2011-08-03 10:47:00,1.65,16180.0,United Kingdom,1.65,,Unspecified,2011-08-03
C562147,23206,-1,2011-08-03 10:47:00,1.65,16180.0,United Kingdom,1.65,Wrong Item,Wrong Item,2011-08-03
C562147,21232,-1,2011-08-03 10:47:00,1.25,16180.0,United Kingdom,1.25,Defective,Defective,2011-08-03
C562147,22328,-1,2011-08-03 10:47:00,2.95,16180.0,United Kingdom,2.95,Wrong Item,Wrong Item,2011-08-03
C562147,22697,-1,2011-08-03 10:47:00,2.95,16180.0,United Kingdom,2.95,Late Delivery,Late Delivery,2011-08-03
C562149,23205,-1,2011-08-03 10:49:00,0.85,13534.0,United Kingdom,0.85,Changed Mind,Changed Mind,2011-08-03
C562149,23204,-1,2011-08-03 10:49:00,0.85,13534.0,United Kingdom,0.85,Wrong Item,Wrong Item,2011-08-03
C562149,23203,-1,2011-08-03 10:49:00,2.08,13534.0,United Kingdom,2.08,Changed Mind,Changed Mind,2011-08-03
C562149,21930,-1,2011-08-03 10:49:00,2.08,13534.0,United Kingdom,2.08,Damaged,Damaged,2011-08-03
C562149,20711,-1,2011-08-03 10:49:00,2.08,13534.0,United Kingdom,2.08,,Unspecified,2011-08-03
C562151,22637,-1,2011-08-03 10:55:00,2.1,17053.0,United Kingdom,2.1,WRONG ITEM,Wrong Item,2011-08-03
C562154,23256,-4,2011-08-03 11:23:00,4.15,13520.0,Switzerland,16.6,Changed Mind,Changed Mind,2011-08-03
C562159,M,-12,2011-08-03 11:48:00,1.45,17389.0,United Kingdom,17.4,Wrong Item,Wrong Item,2011-08-03
C562160,22456,-4,2011-08-03 11:50:00,4.25,13106.0,United Kingdom,17.0,Defective,Defective,2011-08-03
562164,21257,-94,2011-08-03 12:08:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-08-03
C562185,22381,-3,2011-08-03 12:15:00,2.1,12748.0,United Kingdom,6.300000000000001,Wrong Item,Wrong Item,2011-08-03
C562188,85099B,-100,2011-08-03 12:16:00,1.79,12748.0,United Kingdom,179.0,Damaged,Damaged,2011-08-03
C562206,20725,-2,2011-08-03 12:55:00,1.65,15625.0,United Kingdom,3.3,,Unspecified,2011-08-03
562212,21187,-97,2011-08-03 13:28:00,0.0,,United Kingdom,0.0,Late Delivery,Late Delivery,2011-08-03
C562221,82482,-36,2011-08-03 14:22:00,2.1,16525.0,United Kingdom,75.60000000000001,,Unspecified,2011-08-03
C562221,47566,-8,2011-08-03 14:22:00,4.95,16525.0,United Kingdom,39.6,Changed Mind,Changed Mind,2011-08-03
C562221,22791,-72,2011-08-03 14:22:00,1.06,16525.0,United Kingdom,76.32000000000001,Late Delivery,Late Delivery,2011-08-03
C562221,22151,-432,2011-08-03 14:22:00,0.36,16525.0,United Kingdom,155.51999999999998,Changed Mind,Changed Mind,2011-08-03
C562221,21916,-24,2011-08-03 14:22:00,0.42,16525.0,United Kingdom,10.08,Changed Mind,Changed Mind,2011-08-03
C562221,21155,-6,2011-08-03 14:22:00,2.55,16525.0,United Kingdom,15.3,,Unspecified,2011-08-03
C562221,21154,-10,2011-08-03 14:22:00,1.25,16525.0,United Kingdom,12.5,WRONG ITEM,Wrong Item,2011-08-03
C562221,20685,-10,2011-08-03 14:22:00,6.75,16525.0,United Kingdom,67.5,,Unspecified,2011-08-03
C562223,22655,-2,2011-08-03 14:34:00,125.0,15804.0,United Kingdom,250.0,Late Delivery,Late Delivery,2011-08-03
C562267,21888,-1,2011-08-03 16:33:00,3.75,14056.0,United Kingdom,3.75,Late Delivery,Late Delivery,2011-08-03
C562267,23193,-3,2011-08-03 16:33:00,2.25,14056.0,United Kingdom,6.75,Defective,Defective,2011-08-03
C562267,84755,-1,2011-08-03 16:33:00,0.65,14056.0,United Kingdom,0.65,,Unspecified,2011-08-03
C562267,23237,-3,2011-08-03 16:33:00,4.15,14056.0,United Kingdom,12.45,Changed Mind,Changed Mind,2011-08-03
562278,21391,-342,2011-08-04 10:27:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-08-04
562279,21391,-26,2011-08-04 10:28:00,0.0,,United Kingdom,0.0,Late Delivery,Late Delivery,2011-08-04
C562280,84926F,-24,2011-08-04 10:31:00,0.29,16133.0,United Kingdom,6.959999999999999,damaged,Damaged,2011-08-04
C562280,23020,-1,2011-08-04 10:31:00,12.5,16133.0,United Kingdom,12.5,Wrong Item,Wrong Item,2011-08-04
C562281,84663A,-3,2011-08-04 10:36:00,0.79,12476.0,Germany,2.37,Late Delivery,Late Delivery,2011-08-04
C562281,22423,-1,2011-08-04 10:36:00,12.75,12476.0,Germany,12.75,Wrong Item,Wrong Item,2011-08-04
C562281,22798,-3,2011-08-04 10:36:00,2.95,12476.0,Germany,8.850000000000001,damaged,Damaged,2011-08-04
C562281,84976,-2,2011-08-04 10:36:00,0.79,12476.0,Germany,1.58,Defective,Defective,2011-08-04
C562281,23020,-1,2011-08-04 10:36:00,12.5,12476.0,Germany,12.5,Changed Mind,Changed Mind,2011-08-04
562352,21735,-59,2011-08-04 13:12:00,0.0,,United Kingdom,0.0,Late Delivery,Late Delivery,2011-08-04
C562367,22203,-1,2011-08-04 14:03:00,3.75,17811.0,United Kingdom,3.75,,Unspecified,2011-08-04
C562375,23318,-96,2011-08-04 14:46:00,2.08,14911.0,EIRE,199.68,,Unspecified,2011-08-04
C562375,23315,-12,2011-08-04 14:46:00,8.15,14911.0,EIRE,97.8,damaged,Damaged,2011-08-04
C562375,23314,-4,2011-08-04 14:46:00,12.5,14911.0,EIRE,50.0,Damaged,Damaged,2011-08-04
C562375,23307,-24,2011-08-04 14:46:00,0.55,14911.0,EIRE,13.2,Damaged,Damaged,2011-08-04
C562375,23175,-48,2011-08-04 14:46:00,2.75,14911.0,EIRE,132.0,,Unspecified,2011-08-04
C562375,23174,-48,2011-08-04 14:46:00,3.75,14911.0,EIRE,180.0,damaged,Damaged,2011-08-04
C562375,23173,-24,2011-08-04 14:46:00,8.15,14911.0,EIRE,195.6,Wrong Item,Wrong Item,2011-08-04
C562375,23172,-48,2011-08-04 14:46:00,1.45,14911.0,EIRE,69.6,Damaged,Damaged,2011-08-04
C562375,23171,-48,2011-08-04 14:46:00,1.45,14911.0,EIRE,69.6,Wrong Item,Wrong Item,2011-08-04
C562375,23170,-48,2011-08-04 14:46:00,1.45,14911.0,EIRE,69.6,Changed Mind,Changed Mind,2011-08-04
C562375,23169,-6,2011-08-04 14:46:00,4.15,14911.0,EIRE,24.9,Late Delivery,Late Delivery,2011-08-04
C562375,23166,-12,2011-08-04 14:46:00,1.25,14911.0,EIRE,15.0,Damaged,Damaged,2011-08-04
C562375,23163,-48,2011-08-04 14:46:00,2.08,14911.0,EIRE,99.84,Wrong Item,Wrong Item,2011-08-04
C562375,23157,-240,2011-08-04 14:46:00,1.85,14911.0,EIRE,444.0,,Unspecified,2011-08-04
C562375,22980,-48,2011-08-04 14:46:00,1.45,14911.0,EIRE,69.6,Damaged,Damaged,2011-08-04
C562375,22979,-72,2011-08-04 14:46:00,1.25,14911.0,EIRE,90.0,Late Delivery,Late Delivery,2011-08-04
C562375,22978,-24,2011-08-04 14:46:00,3.39,14911.0,EIRE,81.36,Changed Mind,Changed Mind,2011-08-04
C562375,22952,-240,2011-08-04 14:46:00,0.42,14911.0,EIRE,100.8,Defective,Defective,2011-08-04
C562375,22950,-288,2011-08-04 14:46:00,1.25,14911.0,EIRE,360.0,Damaged,Damaged,2011-08-04
C562375,22945,-144,2011-08-04 14:46:00,0.72,14911.0,EIRE,103.68,Wrong Item,Wrong Item,2011-08-04
C562375,22910,-200,2011-08-04 14:46:00,2.55,14911.0,EIRE,510.0,Changed Mind,Changed Mind,2011-08-04
C562375,22909,-192,2011-08-04 14:46:00,0.72,14911.0,EIRE,138.24,,Unspecified,2011-08-04
C562375,22907,-12,2011-08-04 14:46:00,0.85,14911.0,EIRE,10.2,Changed Mind,Changed Mind,2011-08-04
C562375,22699,-48,2011-08-04 14:46:00,2.55,14911.0,EIRE,122.4,Damaged,Damaged,2011-08-04
C562375,22698,-48,2011-08-04 14:46:00,2.55,14911.0,EIRE,122.4,,Unspecified,2011-08-04
C562375,22697,-48,2011-08-04 14:46:00,2.55,14911.0,EIRE,122.4,Damaged,Damaged,2011-08-04
C562375,22423,-32,2011-08-04 14:46:00,10.95,14911.0,EIRE,350.4,damaged,Damaged,2011-08-04
C562375,22193,-12,2011-08-04 14:46:00,7.65,14911.0,EIRE,91.8,Wrong Item,Wrong Item,2011-08-04
C562375,22192,-12,2011-08-04 14:46:00,7.65,14911.0,EIRE,91.8,Changed Mind,Changed Mind,2011-08-04
C562375,22086,-120,2011-08-04 14:46:00,2.55,14911.0,EIRE,306.0,Damaged,Damaged,2011-08-04
C562375,21977,-24,2011-08-04 14:46:00,0.55,14911.0,EIRE,13.2,Changed Mind,Changed Mind,2011-08-04
562382,22927,-40,2011-08-04 15:36:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-08-04
562383,22523,-90,2011-08-04 15:37:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-08-04
562384,23175,-44,2011-08-04 15:41:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-08-04
562385,47559B,-84,2011-08-04 15:42:00,0.0,,United Kingdom,0.0,,Unspecified,2011-08-04
562386,84596L,-21,2011-08-04 15:43:00,0.0,,United Kingdom,0.0,,Unspecified,2011-08-04
562390,21246,-92,2011-08-04 16:00:00,0.0,,United Kingdom,0.0,Defective,Defective,2011-08-04
562391,22854,-40,2011-08-04 16:02:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-08-04
C562423,22720,-2,2011-08-04 17:06:00,4.95,12584.0,Italy,9.9,Defective,Defective,2011-08-04
C562423,22627,-2,2011-08-04 17:06:00,8.5,12584.0,Italy,17.0,Damaged,Damaged,2011-08-04
C562423,22423,-1,2011-08-04 17:06:00,12.75,12584.0,Italy,12.75,damaged,Damaged,2011-08-04
C562425,23243,-1,2011-08-04 17:08:00,4.95,12584.0,Italy,4.95,Wrong Item,Wrong Item,2011-08-04
C562438,84755,-1,2011-08-04 17:58:00,0.65,14621.0,United Kingdom,0.65,Defective,Defective,2011-08-04
C562438,23023,-2,2011-08-04 17:58:00,1.65,14621.0,United Kingdom,3.3,Defective,Defective,2011-08-04
C562438,22698,-2,2011-08-04 17:58:00,2.95,14621.0,United Kingdom,5.9,Defective,Defective,2011-08-04
C562438,22423,-1,2011-08-04 17:58:00,12.75,14621.0,United Kingdom,12.75,,Unspecified,2011-08-04
562463,85152,-6,2011-08-05 11:30:00,0.0,,United Kingdom,0.0,Wrong Item,Wrong Item,2011-08-05
562464,20701,-24,2011-08-05 11:31:00,0.0,,United Kingdom,0.0,Late Delivery,Late Delivery,2011-08-05
C562514,M,-1,2011-08-05 12:20:00,11.95,13408.0,United Kingdom,11.95,Changed Mind,Changed Mind,2011-08-05
C562515,M,-1,2011-08-05 12:22:00,43.63,13408.0,United Kingdom,43.63,Damaged,Damaged,2011-08-05
C562522,22169,-1,2011-08-05 12:49:00,8.5,13813.0,Germany,8.5,Changed Mind,Changed Mind,2011-08-05
C562522,22139,-1,2011-08-05 12:49:00,4.95,13813.0,Germany,4.95,,Unspecified,2011-08-05
562544,84920,-9,2011-08-05 15:46:00,0.0,,United Kingdom,0.0,Wrong Item,Wrong Item,2011-08-05
562546,20694,-110,2011-08-05 15:46:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-08-05
562547,21918,-343,2011-08-05 15:49:00,0.0,,United Kingdom,0.0,Changed Mind,Changed Mind,2011-08-05
562548,23084,-84,2011-08-05 16:00:00,0.0,,United Kingdom,0.0,Defective,Defective,2011-08-05
C562559,21231,-13,2011-08-05 17:08:00,1.25,16743.0,United Kingdom,16.25,,Unspecified,2011-08-05
C562559,21232,-24,2011-08-05 17:08:00,1.25,16743.0,United Kingdom,30.0,Damaged,Damaged,2011-08-05
C562561,22656,-1,2011-08-05 17:13:00,125.0,16729.0,United Kingdom,125.0,Changed Mind,Changed Mind,2011-08-05
C562577,23207,-1,2011-08-07 13:09:00,1.65,15518.0,United Kingdom,1.65,Changed Mind,Changed Mind,2011-08-07
C562582,20751,-1,2011-08-07 13:53:00,2.1,15640.0,United Kingdom,2.1,Wrong Item,Wrong Item,2011-08-07
C562582,21843,-1,2011-08-07 13:53:00,10.95,15640.0,United Kingdom,10.95,damaged,Damaged,2011-08-07
C562582,21452,-1,2011-08-07 13:53:00,2.95,15640.0,United Kingdom,2.95,Damaged,Damaged,2011-08-07
C562582,21671,-8,2011-08-07 13:53:00,1.25,15640.0,United Kingdom,10.0,Damaged,Damaged,2011-08-07
C562582,23008,-1,2011-08-07 13:53:00,16.95,15640.0,United Kingdom,16.95,Late Delivery,Late Delivery,2011-08-07
C562582,22634,-1,2011-08-07 13:53:00,9.95,15640.0,United Kingdom,9.95,Wrong Item,Wrong Item,2011-08-07
C562582,21452,-1,2011-08-07 13:53:00,2.95,15640.0,United Kingdom,2.95,Late Delivery,Late Delivery,2011-08-07
C562582,15034,-18,2011-08-07 13:53:00,0.14,15640.0,United Kingdom,2.5200000000000005,,Unspecified,2011-08-07
C562582,22241,-1,2011-08-07 13:53:00,1.25,15640.0,United Kingdom,1.25,Wrong Item,Wrong Item,2011-08-07
C562594,85230G,-48,2011-08-07 15:44:00,0.29,12748.0,United Kingdom,13.919999999999998,Damaged,Damaged,2011-08-07
C562594,22464,-24,2011-08-07 15:44:00,1.65,12748.0,United Kingdom,39.6,Damaged,Damaged,2011-08-07
C562597,M,-1,2011-08-08 09:48:00,6.76,15518.0,United Kingdom,6.76,Wrong Item,Wrong Item,2011-08-08
C562601,M,-144,2011-08-08 10:09:00,0.11,12901.0,United Kingdom,15.84,Wrong Item,Wrong Item,2011-08-08
C562613,23175,-3,2011-08-08 12:11:00,3.25,15228.0,United Kingdom,9.75,,Unspecified,2011-08-08
C562617,23243,-2,2011-08-08 12:31:00,4.95,,EIRE,9.9,Late Delivery,Late Delivery,2011-08-08
C562618,20914,-2,2011-08-08 12:32:00,2.95,13186.0,United Kingdom,5.9,Damaged,Damaged,2011-08-08
C562618,82600,-6,2011-08-08 12:32:00,2.1,13186.0,United Kingdom,12.6,,Unspecified,2011-08-08
C562618,22637,-1,2011-08-08 12:32:00,2.55,13186.0,United Kingdom,2.55,Damaged,Damaged,2011-08-08
C562620,22798,-1,2011-08-08 12:34:00,2.95,13089.0,United Kingdom,2.95,Defective,Defective,2011-08-08
C562620,22801,-1,2011-08-08 12:34:00,3.75,13089.0,United Kingdom,3.75,Damaged,Damaged,2011-08-08
C562622,M,-1,2011-08-08 12:37:00,48.0,15299.0,United Kingdom,48.0,Damaged,Damaged,2011-08-08
C562623,22772,-1,2011-08-08 12:38:00,1.25,16255.0,United Kingdom,1.25,Late Delivery,Late Delivery,2011-08-08
C562623,22771,-3,2011-08-08 12:38:00,1.25,16255.0,United Kingdom,3.75,Changed Mind,Changed Mind,2011-08-08
C562647,M,-1,2011-08-08 12:56:00,3155.95,15502.0,United Kingdom,3155.95,Changed Mind,Changed Mind,2011-08-08
C562648,M,-1,2011-08-08 12:56:00,3.25,14606.0,United Kingdom,3.25,Changed Mind,Changed Mind,2011-08-08
C562648,21539,-1,2011-08-08 12:56:00,4.95,14606.0,United Kingdom,4.95,Damaged,Damaged,2011-08-08
C562648,22998,-1,2011-08-08 12:56:00,0.42,14606.0,United Kingdom,0.42,Late Delivery,Late Delivery,2011-08-08
C562651,21991,-12,2011-08-08 13:25:00,1.25,16951.0,United Kingdom,15.0,,Unspecified,2011-08-08
562653,21359,-30,2011-08-08 13:35:00,0.0,,United Kingdom,0.0,Damaged,Damaged,2011-08-08
C562657,POST,-1,2011-08-08 13:39:00,4.41,13588.0,United Kingdom,4.41,Changed Mind,Changed Mind,2011-08-08
C562661,22744,-6,2011-08-08 13:40:00,2.95,13588.0,United Kingdom,17.700000000000003,Changed Mind,Changed Mind,2011-08-08
C562687,POST,-1,2011-08-08 13:53:00,10.34,15157.0,United Kingdom,10.34,Defective,Defective,2011-08-08
